#-- Created by /opt/SqueezeMeta-1.5.2/scripts/02.rnas.pl, Sat Sep  3 00:47:51 2022
# ORF	Model	Last tax	Rank	Full tax
megahit_195533_10-828	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_196039_3-721	Bacteria	Lactobacillaceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Bacilli;order:Lactobacillales;family:Lactobacillaceae
megahit_196837_7-422	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_197689_1483-2882	Bacteria	Olsenella	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Actinobacteria;class:Coriobacteriia;order:Coriobacteriales;family:Atopobiaceae;genus:Olsenella
megahit_199197_206-530	Bacteria	Clostridiales	order	
megahit_200091_2-385	Bacteria	Clostridia	class	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia
megahit_202184_1-425	Bacteria	Ruminococcaceae	family	
megahit_202643_21-477	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_202708_3-231	Bacteria	Clostridiales	order	
megahit_203271_6-242	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_204301_2-300	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_204511_1-357	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_206407_145-884	Bacteria	Ruminococcaceae	family	
megahit_206743_1-473	Bacteria	Clostridiales	order	
megahit_206841_18-248	Bacteria	Clostridiales	order	
megahit_207108_2-568	Bacteria	Clostridiales	order	
megahit_208378_2-353	Bacteria	Clostridiales	order	
megahit_209554_655-1358	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_210977_683-1340	Bacteria	Clostridiales	order	
megahit_211314_1-230	Bacteria	Terrisporobacter	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Peptostreptococcaceae;genus:Terrisporobacter
megahit_211549_2-536	Bacteria	Clostridiales	order	
megahit_212952_1-758	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_213308_4-799	Bacteria	Kandleria	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Erysipelotrichia;order:Erysipelotrichales;family:Coprobacillaceae;genus:Kandleria
megahit_214090_3-366	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_214351_1-342	Bacteria	Anaerovorax	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;no rank:Eubacteriales incertae sedis;family:Eubacteriales Family XIII. Incertae Sedis;genus:Anaerovorax
megahit_215569_260-535	Bacteria	Clostridia	class	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia
megahit_217706_4-440	Bacteria	Clostridiales	order	
megahit_218617_2-601	Bacteria	Olsenella	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Actinobacteria;class:Coriobacteriia;order:Coriobacteriales;family:Atopobiaceae;genus:Olsenella
megahit_219116_8-211	Bacteria	Clostridiales	order	
megahit_219516_1-392	Bacteria	Clostridiales	order	
megahit_221979_1-341	Bacteria	Clostridiales	order	
megahit_224107_2-322	Bacteria	Peptostreptococcaceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Peptostreptococcaceae
megahit_225254_1-398	Bacteria	Clostridiales	order	
megahit_225869_1-216	Bacteria	Phascolarctobacterium	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Negativicutes;order:Acidaminococcales;family:Acidaminococcaceae;genus:Phascolarctobacterium
megahit_226021_2-208	Bacteria	Phascolarctobacterium	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Negativicutes;order:Acidaminococcales;family:Acidaminococcaceae;genus:Phascolarctobacterium
megahit_226053_96-483	Bacteria	Clostridiales	order	
megahit_226188_3-259	Bacteria	Clostridium XlVa	genus	
megahit_226690_1-522	Bacteria	Clostridiales	order	
megahit_227625_1-243	Bacteria	Clostridium sensu stricto	genus	
megahit_228573_1-962	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_228961_1-342	Bacteria	Coriobacteriaceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Actinobacteria;class:Coriobacteriia;order:Coriobacteriales;family:Coriobacteriaceae
megahit_229101_2-216	Bacteria	Phascolarctobacterium	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Negativicutes;order:Acidaminococcales;family:Acidaminococcaceae;genus:Phascolarctobacterium
megahit_229256_1-208	Bacteria	Phascolarctobacterium	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Negativicutes;order:Acidaminococcales;family:Acidaminococcaceae;genus:Phascolarctobacterium
megahit_231762_9-393	Bacteria	Anaerosporobacter	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae;genus:Anaerosporobacter
megahit_232190_23-515	Bacteria	Clostridiales	order	
megahit_232879_4-403	Bacteria	Bacteroidales	order	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales
megahit_236126_168-729	Bacteria	Clostridium IV	genus	
megahit_237419_2-292	Bacteria	Ruminococcaceae	family	
megahit_237960_354-511	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_238204_1-397	Bacteria	Clostridium XlVa	genus	
megahit_240101_10-430	Bacteria	Prevotellaceae	family	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Prevotellaceae
megahit_241339_1-570	Bacteria	Clostridium XI	genus	
megahit_241420_2-757	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_243072_334-704	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_243128_2-296	Bacteria	Bacteroides	genus	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Bacteroidaceae;genus:Bacteroides
megahit_246668_2-261	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_249184_5-592	Bacteria	Parabacteroides	genus	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Tannerellaceae;genus:Parabacteroides
megahit_249421_1-679	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_250549_2-406	Bacteria	Ruminococcaceae	family	
megahit_254177_86-383	Bacteria	Coriobacteriaceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Actinobacteria;class:Coriobacteriia;order:Coriobacteriales;family:Coriobacteriaceae
megahit_254400_2-669	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_254619_1-304	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_255441_1752-2372	Bacteria	Olsenella	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Actinobacteria;class:Coriobacteriia;order:Coriobacteriales;family:Atopobiaceae;genus:Olsenella
megahit_255750_440-1214	Bacteria	Mobilitalea	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae;genus:Mobilitalea
megahit_256078_1-437	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_256954_1-663	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_258821_369-547	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_259605_3-533	Bacteria	Intrasporangiaceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Actinobacteria;class:Actinomycetia;order:Micrococcales;family:Intrasporangiaceae
megahit_259697_497-953	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_260388_4-206	Bacteria	Ruminococcaceae	family	
megahit_260723_84-821	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_262039_2-1008	Bacteria	Porphyromonadaceae	family	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Porphyromonadaceae
megahit_262163_1-264	Bacteria	Romboutsia	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Peptostreptococcaceae;genus:Romboutsia
megahit_263694_1897-2546	Bacteria	Bacteroidales	order	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales
megahit_264234_3097-4598	Bacteria	Succinivibrio	genus	superkingdom:Bacteria;phylum:Proteobacteria;class:Gammaproteobacteria;order:Aeromonadales;family:Succinivibrionaceae;genus:Succinivibrio
megahit_264988_2-473	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_265037_2-291	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_266335_1511-3045	Bacteria	Erysipelotrichaceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Erysipelotrichia;order:Erysipelotrichales;family:Erysipelotrichaceae
megahit_266814_1-385	Bacteria	Ruminococcaceae	family	
megahit_267219_485-989	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_268735_1-681	Bacteria	Alphaproteobacteria	class	superkingdom:Bacteria;phylum:Proteobacteria;class:Alphaproteobacteria
megahit_268737_1-387	Bacteria	Clostridiales	order	
megahit_269735_2-275	Bacteria	Citrobacter	genus	superkingdom:Bacteria;phylum:Proteobacteria;class:Gammaproteobacteria;order:Enterobacterales;family:Enterobacteriaceae;genus:Citrobacter
megahit_269938_78-351	Bacteria	Escherichia/Shigella	genus	
megahit_270550_410-846	Bacteria	Porphyromonadaceae	family	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Porphyromonadaceae
megahit_270925_330-847	Bacteria	Ruminococcaceae	family	
megahit_273860_276-663	Bacteria	Ruminococcaceae	family	
megahit_274242_1-656	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_274465_2-208	Bacteria	Clostridiales	order	
megahit_276961_2-518	Bacteria	Clostridiales	order	
megahit_277167_151-510	Bacteria	Enterobacteriaceae	family	superkingdom:Bacteria;phylum:Proteobacteria;class:Gammaproteobacteria;order:Enterobacterales;family:Enterobacteriaceae
megahit_277430_1624-1857	Bacteria	Root		
megahit_277602_5-1377	Bacteria	Sedimentibacter	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Tissierellia;no rank:Tissierellia incertae sedis;genus:Sedimentibacter
megahit_277766_2951-4449	Bacteria	Akkermansia	genus	superkingdom:Bacteria;clade:PVC group;phylum:Verrucomicrobia;class:Verrucomicrobiae;order:Verrucomicrobiales;family:Akkermansiaceae;genus:Akkermansia
megahit_279757_1-311	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_281601_1-343	Bacteria	Root		
megahit_281830_1-560	Bacteria	Bacteroidales	order	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales
megahit_282348_2-458	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_282782_1224-1421	Bacteria	Bacteroides	genus	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Bacteroidaceae;genus:Bacteroides
megahit_283736_1732-2337	Bacteria	Erysipelotrichaceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Erysipelotrichia;order:Erysipelotrichales;family:Erysipelotrichaceae
megahit_285237_1-207	Bacteria	Clostridiales	order	
megahit_285518_1-401	Bacteria	Clostridiales	order	
megahit_285994_2-448	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_287067_3094-4086	Bacteria	Treponema	genus	superkingdom:Bacteria;phylum:Spirochaetes;class:Spirochaetia;order:Spirochaetales;family:Treponemataceae;genus:Treponema
megahit_287594_1-345	Bacteria	Bacteroidales	order	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales
megahit_288447_345-822	Bacteria	Anaerosporobacter	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae;genus:Anaerosporobacter
megahit_288485_3-220	Bacteria	Clostridiales	order	
megahit_288679_3-220	Bacteria	Clostridiales	order	
megahit_288791_56-283	Bacteria	Ruminococcaceae	family	
megahit_289903_277-590	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_289971_3-355	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_290347_1-354	Bacteria	Actinomycetales	order	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Actinobacteria;class:Actinomycetia;order:Actinomycetales
megahit_290858_219-445	Bacteria	Vibrio	genus	superkingdom:Bacteria;phylum:Proteobacteria;class:Gammaproteobacteria;order:Vibrionales;family:Vibrionaceae;genus:Vibrio
megahit_291130_1-518	Bacteria	Phascolarctobacterium	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Negativicutes;order:Acidaminococcales;family:Acidaminococcaceae;genus:Phascolarctobacterium
megahit_292089_534-760	Bacteria	Gammaproteobacteria	class	superkingdom:Bacteria;phylum:Proteobacteria;class:Gammaproteobacteria
megahit_292479_9-251	Bacteria	Phascolarctobacterium	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Negativicutes;order:Acidaminococcales;family:Acidaminococcaceae;genus:Phascolarctobacterium
megahit_292686_41-283	Bacteria	Phascolarctobacterium	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Negativicutes;order:Acidaminococcales;family:Acidaminococcaceae;genus:Phascolarctobacterium
megahit_293494_1-874	Bacteria	Victivallis	genus	superkingdom:Bacteria;clade:PVC group;phylum:Lentisphaerae;class:Lentisphaeria;order:Victivallales;family:Victivallaceae;genus:Victivallis
megahit_295258_2-257	Bacteria	Clostridiales	order	
megahit_298950_1-248	Bacteria	Clostridiales	order	
megahit_299531_17-478	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_299900_2-250	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_302407_1-827	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_302581_3-213	Bacteria	Ruminococcaceae	family	
megahit_302845_3-503	Bacteria	Blautia	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae;genus:Blautia
megahit_305746_1-456	Bacteria	Clostridiales	order	
megahit_306731_300-1087	Bacteria	Sphaerochaeta	genus	superkingdom:Bacteria;phylum:Spirochaetes;class:Spirochaetia;order:Spirochaetales;family:Sphaerochaetaceae;genus:Sphaerochaeta
megahit_307212_56-540	Bacteria	Mitsuokella	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Negativicutes;order:Selenomonadales;family:Selenomonadaceae;genus:Mitsuokella
megahit_307331_1-565	Bacteria	Desulfovibrio	genus	superkingdom:Bacteria;phylum:Proteobacteria;subphylum:delta/epsilon subdivisions;class:Deltaproteobacteria;order:Desulfovibrionales;family:Desulfovibrionaceae;genus:Desulfovibrio
megahit_308315_1316-1597	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_308528_407-981	Bacteria	Clostridium XlVa	genus	
megahit_308659_436-610	Bacteria	Ruminococcaceae	family	
megahit_310355_791-999	Bacteria	Clostridiales	order	
megahit_312240_2-314	Bacteria	Clostridiales	order	
megahit_313489_1-303	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_316501_342-607	Bacteria	Clostridiales	order	
megahit_319369_1-200	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_320172_1111-1481	Bacteria	Clostridiales	order	
megahit_321400_2-428	Bacteria	Ruminococcaceae	family	
megahit_321636_1-494	Bacteria	Clostridiales	order	
megahit_321747_2-304	Bacteria	Bacteroides	genus	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Bacteroidaceae;genus:Bacteroides
megahit_321911_2-304	Bacteria	Ruminococcaceae	family	
megahit_322359_1-258	Bacteria	Clostridiales	order	
megahit_322783_2-429	Bacteria	Ruminococcaceae	family	
megahit_325978_336-563	Bacteria	Streptophyta	genus	superkingdom:Eukaryota;kingdom:Viridiplantae;phylum:Streptophyta
megahit_326305_1-586	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_326830_1-271	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_327895_8-538	Bacteria	Clostridiales	order	
megahit_328350_103-423	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_330171_8-292	Bacteria	Clostridiales	order	
megahit_330506_1-226	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_333537_2-848	Bacteria	Saccharibacteria	genus	
megahit_334727_3-292	Bacteria	Oscillibacter	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Oscillospiraceae;genus:Oscillibacter
megahit_335081_1-261	Bacteria	Ruminococcaceae	family	
megahit_335226_1-260	Bacteria	Ruminococcaceae	family	
megahit_335302_1-261	Bacteria	Ruminococcaceae	family	
megahit_335576_1-260	Bacteria	Ruminococcaceae	family	
megahit_335726_1-754	Bacteria	Bacillus	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Bacilli;order:Bacillales;family:Bacillaceae;genus:Bacillus
megahit_336399_1-631	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_336614_1-775	Bacteria	Clostridium XlVa	genus	
megahit_338702_82-413	Bacteria	Clostridiales	order	
megahit_340023_1-249	Bacteria	Clostridium sensu stricto	genus	
megahit_340178_4-202	Bacteria	Clostridiales	order	
megahit_342660_2-289	Bacteria	Clostridium sensu stricto	genus	
megahit_343365_383-1909	Bacteria	Oxalobacter	genus	superkingdom:Bacteria;phylum:Proteobacteria;class:Betaproteobacteria;order:Burkholderiales;family:Oxalobacteraceae;genus:Oxalobacter
megahit_343758_4-392	Bacteria	Clostridiales	order	
megahit_345798_1-348	Bacteria	Clostridiales	order	
megahit_347308_2-657	Bacteria	Anaerovibrio	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Negativicutes;order:Selenomonadales;family:Selenomonadaceae;genus:Anaerovibrio
megahit_347682_4-382	Bacteria	Clostridiales	order	
megahit_348156_19-551	Bacteria	Firmicutes	phylum	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes
megahit_348159_423-784	Bacteria	Prevotella	genus	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Prevotellaceae;genus:Prevotella
megahit_348313_1-261	Bacteria	Romboutsia	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Peptostreptococcaceae;genus:Romboutsia
megahit_352842_1-776	Bacteria	Dysgonomonas	genus	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Dysgonomonadaceae;genus:Dysgonomonas
megahit_352927_1-168	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_356197_1-229	Bacteria	Bacteroidales	order	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales
megahit_356424_1-229	Bacteria	Porphyromonadaceae	family	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Porphyromonadaceae
megahit_356774_1-400	Bacteria	Clostridiales	order	
megahit_359851_2-564	Bacteria	Prevotella	genus	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Prevotellaceae;genus:Prevotella
megahit_362472_8-351	Bacteria	Veillonellaceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Negativicutes;order:Veillonellales;family:Veillonellaceae
megahit_362944_2-565	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_363643_2415-2915	Bacteria	Desulfovibrio	genus	superkingdom:Bacteria;phylum:Proteobacteria;subphylum:delta/epsilon subdivisions;class:Deltaproteobacteria;order:Desulfovibrionales;family:Desulfovibrionaceae;genus:Desulfovibrio
megahit_364867_1-245	Bacteria	Clostridium sensu stricto	genus	
megahit_367085_2-585	Bacteria	Bacteroidales	order	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales
megahit_367182_305-1827	Bacteria	Cellulosilyticum	genus	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae;genus:Cellulosilyticum
megahit_368472_2-346	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_372287_1-324	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_372829_4-376	Bacteria	Clostridium XlVa	genus	
megahit_373736_2-464	Bacteria	Clostridium sensu stricto	genus	
megahit_375354_6-520	Bacteria	Ruminococcaceae	family	
megahit_375920_541-719	Bacteria	Clostridiales	order	
megahit_376430_1-229	Bacteria	Coriobacteriaceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Actinobacteria;class:Coriobacteriia;order:Coriobacteriales;family:Coriobacteriaceae
megahit_377735_4-1005	Bacteria	Clostridium sensu stricto	genus	
megahit_381122_3-319	Bacteria	Peptostreptococcaceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Peptostreptococcaceae
megahit_381328_2-295	Bacteria	Peptostreptococcaceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Peptostreptococcaceae
megahit_382025_2-286	Bacteria	Coriobacteriaceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Actinobacteria;class:Coriobacteriia;order:Coriobacteriales;family:Coriobacteriaceae
megahit_382668_3-813	Bacteria	Clostridium IV	genus	
megahit_384941_1-368	Bacteria	Saccharibacteria	genus	
megahit_387342_485-742	Bacteria	Bacteroides	genus	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Bacteroidaceae;genus:Bacteroides
megahit_387480_272-457	Bacteria	Erysipelotrichaceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Erysipelotrichia;order:Erysipelotrichales;family:Erysipelotrichaceae
megahit_388403_1-492	Bacteria	Ruminococcaceae	family	
megahit_388404_2-259	Bacteria	Bacteroides	genus	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Bacteroidaceae;genus:Bacteroides
megahit_390127_3-241	Bacteria	Clostridiales	order	
megahit_390708_1168-1545	Bacteria	Erysipelotrichaceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Erysipelotrichia;order:Erysipelotrichales;family:Erysipelotrichaceae
megahit_391555_2-463	Bacteria	Lachnospiraceae	family	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Clostridia;order:Eubacteriales;family:Lachnospiraceae
megahit_394660_4-425	Bacteria	Treponema	genus	superkingdom:Bacteria;phylum:Spirochaetes;class:Spirochaetia;order:Spirochaetales;family:Treponemataceae;genus:Treponema
megahit_396478_2-380	Bacteria	Bacteria	superkingdom	superkingdom:Bacteria
megahit_396503_1-351	Bacteria	Ruminococcaceae	family	
megahit_396563_1-758	Bacteria	Subdivision5	genus	
megahit_401069_4-832	Bacteria	Bacteroides	genus	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Bacteroidaceae;genus:Bacteroides
megahit_401944_448-685	Bacteria	Clostridiales	order	
megahit_402376_1-737	Bacteria	Desulfovibrio	genus	superkingdom:Bacteria;phylum:Proteobacteria;subphylum:delta/epsilon subdivisions;class:Deltaproteobacteria;order:Desulfovibrionales;family:Desulfovibrionaceae;genus:Desulfovibrio
megahit_402978_2-199	Bacteria	Clostridiales	order	
megahit_403080_2-1300	Bacteria	Bacteroidales	order	superkingdom:Bacteria;clade:FCB group;clade:Bacteroidetes/Chlorobi group;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales
megahit_403372_3-428	Bacteria	Ruminococcaceae	family	
